"Sending","Enviar"
"Send Welcome Email after Confirmation","Envíar email de bienvenida después de la confirmación"
"Send welcome email","Enviar correo electrónico de bienvenida"
"Sent","Enviado"
"Session Start Time","Tiempo de inicio de sesión"
"Set as Default Billing Address","Establecer como Predeterminada la Dirección de Facturación"
"Set as Default Shipping Address","Establecer como Predeterminada la Dirección de Envío"
"Share Customer Accounts","Compartir Cuentas de Clientes"
"Shipped to First Name","Enviado por Nombre"
"Shipped to Last Name","Enviado por Apellido"
"Shipped to Name","Enviado por Nombre"
"Shipping Information","Información de Envío"
"Shipping Method","Método de Envío"
"Ship to First name","Enviar por Nombre"
"Ship to Last name","Enviar por Apellido"
"Shopping Cart","Carrito de Compras"
"Shopping Cart - %d item(s)","Carrito de Compras - %d artículo(s)"
"Show date of birth","Mostrar fecha de nacimiento"
"Show middle name (initial)","Mostrar segundo nombre (iniciales)"
"Show prefix","Mostrar prefijo"
"Show suffix","Mostrar sufijo"
"Show Tax/VAT number","Mostrar número de Impuestos/IVA"
"Sign Up for Newsletter","Regístrese para Recibir Noticias"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Sign up for our newsletter","Suscríbase a nuestras noticias"
"Skip import row, required field ""%s"" not defined","Saltar renglón de importar, campo requerido ""%s"" sin definir"
"Skip import row, website ""%s"" field not exists","Saltar renglón de importar, sitio web ""%s"" campo no existe"
"SKU","No. Ref. (SKU)"
"State/Province","Estado/Provincia"
"Status","Estatus"
"Store","Tienda"
"Store View","Vista de Tienda"
"Street Address","Calle"
"Street Address ","Dirección de calle "
"Subject","Asunto"
"Submit","Enviar"
"Submit","Submit"
"Subscribed to Newsletter?","¿Se Suscribe a Noticias?"
"Subscribe","Suscribir"
"Subscribe to newsletter","Suscríbase a noticias"
"Suffix dropdown options","Opciones de Sufijo dropdown"
"Suffix","Sufijo"
"Tag Name","Nombre de etiqueta"
"Tax class","Clase de Impuestos"
"Tax Class","Clase de Impuestos"
"TAX/VAT number is required.","Número Impuestos/IVA es requerido."
"Tax/VAT number","Número Impuestos/IVA"
"Telephone","Teléfono"
"Text One Line","Una línea de texto"
"Text","Texto"
"Thank you for registering with %s","Gracias por registrarse con %s"
"Thank you for registering with %s","Thank you for registering with %s"
"The address does not belong to this customer","La dirección no pertenece a este cliente"
"The address was successfully deleted","La dirección se ha eliminado"
"The address was successfully saved","La dirección se ha guardado"
"There are no items in customer's shopping cart at the moment","No hay ningún artículo en el carrito de compras del cliente por el momento"
"There are no items in customer's wishlist at the moment","No hay ningún artículo en la lista de deseos del cliente por el momento"
"There was an error while deleting the address","Se ha producido un error mientras se eliminaba la dirección"
"The suffix that goes after name (Jr., Sr., etc.)","El sufijo que va después del nombre (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","El título que va antes del nombre (Mr., Mrs., etc.)"
"This account is not confirmed.","Esta cuenta no esta confirmada."
"This customer has no saved addresses.","Este cliente no tiene direcciones guardadas."
"This email address was not found in our records","Esta dirección de Email no se encuentra en nuestros registros"
"This e-mail does not require confirmation.","Este email no requiere ser confirmado."
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","Este email será enviado en lugar del email de bienvenida predeterminado, después de la confirmación de la cuenta."
"This is My Primary %s Address","Esta es mi Dirección Principal %s"
"To Cart","Para el Carrito"
"Total","Total"
"Type","Tipo"
"Unknown","Desconocido"
"Unsubscribe from newsletter","Darse de baja del boletín de noticias"
"Update","Actualizar"
"Update customer address data","Actualizar datos de dirección del cliente"
"Update customer data","Actualizar datos del cliente"
"Use as my default billing address","Usar como mi dirección de facturación predeterminada"
"Use as my default shipping address","Usar como mi dirección de envío predeterminada"
"Use as My Primary %s Address","Usar como Mi Dirección Principal %s"
"User description","Descripción de usuario"
"View Order List","Ver Lista de Pedido"
"View Order","Ver Pedido"
"View","Ver"
"Visible In","Visible En"
"Visitors Only","Sólo Visitantes"
"Visitor","Visitantes"
"Website","Sitio Web"
"Welcome Email","Email de bienvenida"
"Wishlist - %d item(s)","Lista de Deseos -%d artículo(s)"
"Wishlist","Lista de Deseos"
"Wrong confirmation key.","Clave de confirmación equivocada."
"Wrong customer account specified.","Cuenta de cliente especificada equivocada."
"Wrong email.","Email equivocado."
"Wrong region id by selected country","Región ID errónea para el país seleccionado"
"Wrong transactional account email type.","Tipo de cuenta de Email transaccional."
"XML","XML"
"Year","Año"
"You are currently not subscribed to any newsletter.","Actualmente no estás suscrito a ningún boletín de noticias."
"You are currently not subscribed to our newsletter","Actualmente no estás suscrito a nuestro boletín de noticias"
"You are currently subscribed to 'General Subscription'.","Actualmente estás suscrito a 'Suscripción General'."
"You are currently subscribed to our newsletter.","Usted está suscrito a nuestro boletín de noticias."
"You are currently subscribed to our newsletter","Usted está suscrito a nuestro boletín de noticias"
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","Usted ha sido registrado con éxito y va a ser redirigido a nuestra página web en 5 segundos."
"You have no additional address entries in your address book.","Usted no tiene entradas de direcciones adicionales en la libreta de direcciones."
"You have no additional entries in your address book.","Usted no tiene más entradas en la libreta de direcciones."
"You have no default billing address in your address book.","Usted no tiene la dirección de facturación predeterminada en su libreta de direcciones."
"You have no default shipping address in your address book.","Usted no tiene la dirección de envío predeterminada en su libreta de direcciones."
"You have no primary entries in your address book.","Usted no tiene entradas principales en la libreta de direcciones."
"You have not set a default billing address.","You have not set a default billing address."
"You have not set a default shipping address.","You have not set a default shipping address."
"You have not set a primary billing address.","Usted no ha configurado una dirección de facturación principal."
"You have not set a primary shipping address.","Usted no ha configurado una dirección de envío principal."
"You have placed no orders yet.","Usted aún no ha puesto pedidos."
"You have placed no products yet.","Usted aún no han puesto productos."
"Your account balance is: %s","Tu saldo de la cuenta es: %s"
"You're now Logged Out","Ya no estás en sesión"
"YYYY","AAAA"
"ZIP","C.P."
"Zip/Postal Code","C.P./Código Postal"
"ZIP/Postal Code","C.P./Código Postal"
"ZIP/Post Code","C.P./Código Postal"
